gene_ID	log10_9am	pvalue_9am	log10_9pm	pvalue_9pm
AT3G18740	-0.006104978	0.21663631	0.007005489	0.382915143
AT3G18780	0.006342939	0.331282524	0.002072448	0.243747909
AT3G18820	0.021097935	0.233721724	-0.001146905	0.370135454
AT3G18860	0.008110828	0.34765528	0.009371695	0.309209223
AT3G18890	-0.006652777	0.238425556	-0.005462462	0.409677504
AT3G18980	0.16361912	1	0.000804623	0.468407737
AT3G19000	0.010932599	0.185530142	0.100504598	1
AT3G19010	-0.003741033	0.424386418	0.021070011	0.114156479
AT3G19130	0.151085259	1	-0.120669137	1
AT3G19170	0.00637263	0.2507856	-0.016235531	0.10320436
AT3G19240	0.010932599	0.185530142	0.129959003	1
AT3G19340	0.102418904	1	0.000804623	0.468407737
AT3G19400	0.010932599	0.185530142	0.000804623	0.468407737
AT3G19420	-0.002590566	1	0.016014351	0.120810114
AT3G19450	-0.007984437	0.271686237	-0.013249305	0.263382976
AT3G19480	0.017974188	0.094606677	-0.002621863	0.345968319
AT3G19490	-0.136905715	1	0.000804623	0.468407737
AT3G19620	0.112819972	1	0.01582906	1
AT3G19710	0.009831724	0.092301787	-0.012761067	0.267311902
AT3G19740	0.020134522	1	0.012701236	0.274948382
AT3G19760	0.002022083	0.439918448	0.012896776	0.320889462
AT3G19770	0.076333268	1	0.088004894	1
AT3G19800	0.010932599	0.185530142	0.127978525	1
AT3G19810	0.091968821	0.01780752	0.000804623	0.468407737
AT3G19820	0.004308894	0.342054331	0.006545351	0.379106805
AT3G19960	0.107906824	1	0.047861117	1
AT3G19980	0.010932599	0.185530142	0.098583872	1
AT3G19990	0.126608925	1	0.000804623	0.468407737
AT3G20000	0.011135189	0.298037814	0.035432369	0.030692856
AT3G20050	0.012548328	0.218499156	-0.022678464	0.065168577
AT3G20290	0.118249954	1	0.002629654	1
AT3G20320	4.66537E-05	0.499037367	-0.00577006	0.314483417
AT3G20330	0.010279714	0.151471059	-0.012027105	0.267942962
AT3G20390	0.004622109	0.38339119	-0.020014711	0.09725564
AT3G20410	0.153921899	1	0.000804623	0.468407737
AT3G20540	0.010932599	0.185530142	-0.139505565	1
AT3G20630	0.100728248	0.022898966	-0.026358156	0.127890566
AT3G20670	0.004326974	1	0.009444001	0.38367923
AT3G20680	0.049081332	0.052225767	-0.014806715	0.173877984
AT3G20790	-0.001196192	0.477975846	0.005297827	0.384840992
AT3G20810	0.168045772	1	-0.027981912	1
AT3G20820	0.003511536	0.389027726	-0.019882539	0.155063882
AT3G20920	0.092472127	1	0.000804623	0.468407737
AT3G20970	0.010932599	0.185530142	0.030134438	1
AT3G21055	0.009877011	0.27698725	-0.000636079	0.479327274
AT3G21070	-0.111980786	1	0.000804623	0.468407737
AT3G21110	-0.000568654	0.486195186	-0.007720854	0.173067066
AT3G21190	-0.013550052	1	-0.034239449	1
AT3G21200	-0.002563175	0.426799417	-0.020604732	0.234871679
AT3G21215	0.128886442	1	0.000804623	0.468407737
AT3G21250	0.010932599	0.185530142	0.000804623	0.468407737
AT3G21360	0.010932599	0.185530142	-0.069298048	1
AT3G21370	0.010932599	0.185530142	0.148174707	1
AT3G21480	0.148233919	1	0.000804623	0.468407737
AT3G21560	0.010932599	0.185530142	0.000804623	0.468407737
AT3G21580	0.113051791	1	0.099899172	1
AT3G21750	-0.010944853	1	0.033079794	0.241466728
AT3G21790	-0.002283313	1	0.037977448	0.199640531
AT3G21865	0.049656386	0.024229251	-0.017085468	1
AT3G22060	0.00648953	1	-0.02185066	0.126938312
AT3G22110	-0.011071143	0.207140754	0.003218336	0.409463641
AT3G22200	-0.006280598	0.31027845	-0.002316297	0.458396078
AT3G22230	-0.006062796	0.35240995	-0.028761597	0.101858935
AT3G22231	0.010932599	0.185530142	0.000804623	0.468407737
AT3G22235	0.010932599	0.185530142	0.000804623	0.468407737
AT3G22320	0.135252872	1	0.113274597	1
AT3G22330	0.010932599	0.185530142	0.074030273	1
AT3G22370	0.010932599	0.185530142	-0.097401566	1
AT3G22380	0.075533435	0.135245359	0.0781787	1
AT3G22460	0.00123347	0.449485524	-0.021609911	0.160251881
AT3G22480	0.083208071	1	0.000804623	0.468407737
AT3G22520	0.062803494	1	-0.020210548	1
AT3G22630	0.007482709	0.242823919	-0.003676077	0.456779637
AT3G22850	0.028061172	0.062377857	-0.036380448	0.162054885
AT3G22860	0.147106146	1	0.000804623	0.468407737
AT3G22890	-0.004205916	0.302807181	-0.017878896	0.156706723
AT3G22960	0.004042701	0.381385232	-0.001861604	0.429517452
AT3G22980	0.010932599	0.185530142	0.120406138	1
AT3G23300	0.017456182	0.051274152	-0.022881738	0.11511623
AT3G23325	0.090362277	0.009987552	0.060317552	0.034597859
AT3G23340	0.096749859	1	0.000804623	0.468407737
AT3G23390	0.000756809	0.477984939	0.000804623	0.468407737
AT3G23400	0.000502142	0.463130036	0.003327562	0.381306593
AT3G23410	0.010932599	0.185530142	0.004117709	1
AT3G23450	0.010932599	0.185530142	0.048686958	1
AT3G23490	0.01308438	0.120663599	-0.011177749	0.231548269
AT3G23570	0.00383337	0.422604005	-0.004336512	0.411191783
AT3G23600	-0.003720873	0.429216115	-0.010180861	0.163800515
AT3G23640	0.010932599	0.185530142	0.105483728	0.001270944
AT3G23660	0.028799226	1	-0.010179232	0.309217512
AT3G23700	-0.003246168	0.288073288	0.014612587	0.187050444
AT3G23710	0.101180355	1	0.000804623	0.468407737
AT3G23750	0.015357845	1	0.000804623	0.468407737
AT3G23790	0.010932599	0.185530142	0.042277627	1
AT3G23810	-0.004357061	0.312108154	-0.002728685	0.342574349
AT3G23820	0.000243086	0.497075953	-0.026831709	0.257027055
AT3G23890	0.010932599	0.185530142	0.000804623	0.468407737
AT3G23920	0.000217773	1	0.07967898	0.009332815
AT3G23940	0.001826584	0.401667753	0.00445232	0.398781217
AT3G23990	0.005203193	0.338199363	-0.012447406	0.087854042
AT3G24100	-0.004120549	0.429524995	0.081048819	1
AT3G24160	0.010932599	0.185530142	0.019782816	1
AT3G24170	-0.004596637	0.344432562	-0.034349772	0.017867874
AT3G24190	0.001058657	0.484476714	0.007688442	0.385276715
AT3G24350	0.082939478	1	0.017102596	1
AT3G24420	0.125826307	1	0.056058963	1
AT3G24430	-0.001698338	0.444566457	-0.001991181	0.380173727
AT3G24480	0.024213245	0.142802348	-0.010294574	0.16699244
AT3G24503	0.008858716	0.254327423	-0.004698832	0.369757592
AT3G24550	0.099077347	1	-0.047723613	1
AT3G24590	-0.024742073	0.082322705	0.001301097	1
AT3G24830	0.040628209	0.023184558	-0.026279146	0.037928751
AT3G25070	0.010932599	0.185530142	-0.108210804	1
AT3G25140	0.003123045	0.470228484	-0.020121784	1
AT3G25150	0.037839298	1	-0.017191964	1
AT3G25220	0.000460794	0.491558178	-0.002477621	0.435262405
AT3G25230	-0.022282363	0.057977053	-0.008644737	0.17608228
AT3G25480	0.007719014	0.351862426	0.010303213	1
AT3G25500	0.010932599	0.185530142	-0.085272812	1
AT3G25520	0.000931997	0.466490952	0.001553887	0.30249149
AT3G25530	0.005072876	0.331431916	-0.005222977	0.357967657
AT3G25545	0.010932599	0.185530142	0.125159091	1
AT3G25560	0.117580001	1	0.000804623	0.468407737
AT3G25660	0.018257093	0.140267841	-0.015753778	0.110920951
AT3G25680	0.137599595	0.007000773	-0.003567959	1
AT3G25690	0.010595743	0.286181464	0.011999819	0.255094621
AT3G25710	-0.069073671	1	0.000804623	0.468407737
AT3G25760	0.027293212	0.079217909	-0.016179022	0.287869892
AT3G25770	0.015765772	0.079491098	0.014247476	0.27818709
AT3G25780	0.010932599	0.185530142	0.145321454	1
AT3G25800	0.020040224	0.030001058	0.016371896	0.105026829
AT3G25860	0.009346719	0.105720064	-0.000504997	0.485766389
AT3G25920	0.007019818	0.108118896	0.002863055	0.294065412
AT3G25960	-0.168262153	1	-0.162260442	0.006230486
AT3G26060	-0.009888723	0.100236806	-0.007842661	0.200523748
AT3G26070	-0.001726435	0.4622091	-0.015946868	0.250545915
AT3G26080	0.010182331	0.254648341	-0.025325531	0.194988131
AT3G26290	0.077158297	0.044933565	0.014080015	0.312618386
AT3G26300	0.013967716	1	0.000804623	0.468407737
AT3G26340	-0.024164393	0.169506025	0.030180862	0.110811785
AT3G26380	0.110421193	1	-0.002917187	0.428500616
AT3G26400	0.104945773	1	0.034015173	1
AT3G26420	0.012086511	1	0.013219144	1
AT3G26450	-0.00115494	0.449653809	-0.020531966	0.099761776
AT3G26460	0.009134743	0.269558003	-0.029448832	0.121253372
AT3G26618	0.012453636	0.186345134	-0.012021333	0.284015376
AT3G26650	-0.010082607	0.073143322	0.006875261	0.141122859
AT3G26710	0.013740961	0.261600206	-0.011887058	0.315237919
AT3G26720	0.024797865	1	0.003766761	0.448332919
AT3G26740	0.111368344	1	-0.011856032	1
AT3G26744	-0.14228943	1	0.000804623	0.468407737
AT3G26900	0.010508898	0.397871026	0.009246638	0.093823381
AT3G27050	-0.003517481	0.449248201	0.018512161	1
AT3G27080	0.021237127	0.224992038	-0.009087875	1
AT3G27110	0.121637612	1	-0.027788608	1
AT3G27120	0.146842544	1	-0.107664859	1
AT3G27160	0.069972582	1	0.000804623	0.468407737
AT3G27230	-0.105034054	1	0.000804623	0.468407737
AT3G27240	0.002760519	0.325017894	-0.02679587	0.100514233
AT3G27280	-0.012040125	0.202801203	-0.002566387	0.445117685
AT3G27300	0.004517415	0.411147008	-0.011065387	0.289670854
AT3G27360	-0.01158522	0.162688482	0.011897872	0.233517971
AT3G27380	0.003479068	0.386708438	0.009591491	0.350990969
AT3G27430	-0.01418744	1	0.021276284	0.119955362
AT3G27530	0.100837499	1	0.000804623	0.468407737
AT3G27570	0.006946547	1	-0.020861666	1
AT3G27690	-0.011374017	0.080943673	-0.006018795	0.226343843
AT3G27740	0.020541345	0.027479155	-0.005387447	0.334396871
AT3G27820	0.001366045	0.467422077	0.000510362	0.491793043
AT3G27830	-0.000944014	0.48639991	-0.013480206	0.342344951
AT3G27850	-0.000944014	0.48639991	-0.013480206	0.342344951
AT3G27870	0.010932599	0.185530142	0.192432123	1
AT3G27890	0.013659356	0.357126855	0.013814552	0.273513451
AT3G27925	-0.000899213	0.464768832	-0.016090513	0.160240144
AT3G28200	0.1629767	1	-0.001559494	0.44483123
AT3G28220	0.101866927	0.060661077	0.024256033	1
AT3G28270	-0.007478875	0.237367395	0.016010559	0.331766496
AT3G28290	-0.044343728	1	-0.018969088	0.319267246
AT3G28300	-0.044343728	1	-0.018969088	0.319267246
AT3G28360	0.122374482	1	0.000804623	0.468407737
AT3G28380	0.010932599	0.185530142	0.120227494	1
AT3G28415	0.010932599	0.185530142	0.090625547	1
AT3G28450	0.010932599	0.185530142	-0.099152152	0.001097748
AT3G28710	0.021596717	0.159791078	0.003297212	0.351566486
AT3G28715	0.032643552	0.016298893	0.000144596	0.495504062
AT3G28760	0.014547812	0.333595838	0.015069873	0.162555075
AT3G28770	0.010932599	0.185530142	0.136784241	1
AT3G28860	-0.023577898	1	-0.056789085	1
AT3G28900	-0.050056717	0.107915937	0.000804623	0.468407737
AT3G28930	0.154820057	1	-0.003309538	0.443427373
AT3G28940	0.024695451	0.264338789	-0.01188448	0.271699261
AT3G28950	0.010932599	0.185530142	0.011516729	1
AT3G29185	-0.005441819	0.361629198	-0.016070892	0.285689826
AT3G29320	-0.002834023	0.377818576	-0.003553717	0.399230097
AT3G29360	-0.001445121	0.449628925	-0.008345687	0.191955159
AT3G29680	0.010932599	0.185530142	-0.097884494	1
AT3G30200	-0.000469587	1	0.079479028	1
AT3G30841	-0.010242189	1	0.000804623	0.468407737
AT3G32040	0.093471016	1	0.086956075	1
AT3G32930	0.156397315	1	-0.127289168	0.012097482
AT3G32980	0.010932599	0.185530142	0.014569535	0.285486943
AT3G42050	0.00107793	0.459823783	-0.00252032	0.447725349
AT3G42170	-0.002342616	0.405662392	0.017720354	0.130624172
AT3G42628	0.010932599	0.185530142	0.000804623	0.468407737
AT3G42640	-0.004045947	0.384011137	-0.017253099	0.047315587
AT3G43190	0.001220493	0.447671278	-0.000442237	1
AT3G43300	0.019141391	0.216348118	0.001900856	0.454933964
AT3G43520	0.010932599	0.185530142	-0.157354143	1
AT3G43540	0.01207363	0.220277801	-0.012244731	0.218066761
AT3G43670	0.117689227	1	0.104893919	0.014257413
AT3G43800	0.019536779	1	0.015767666	0.019408578
AT3G43810	-0.002064318	0.46638074	-0.001789771	0.457752616
AT3G43980	0.010276213	0.408574679	-0.018769907	0.227722628
AT3G44010	0.010276213	0.408574679	-0.018769907	0.227722628
AT3G44100	0.011464154	1	-0.068917351	1
AT3G44110	-0.00351266	0.440407472	-0.02540976	0.024630648
AT3G44300	0.00829828	0.296410785	-0.022375547	0.047061278
AT3G44310	7.46598E-05	0.496563445	-0.020592128	0.13360727
AT3G44320	0.010501132	0.163364451	-0.023064013	0.087872803
AT3G44330	0.015987092	0.243565651	-0.019098612	0.131837004
AT3G44340	-0.000398266	0.485247411	-0.011981256	1
AT3G44600	0.114687157	1	0.000804623	0.468407737
AT3G44610	0.098102227	1	0.000804623	0.468407737
AT3G44620	-0.004839521	1	-0.008928359	0.398375787
AT3G44630	0.139627427	1	0.000804623	0.468407737
AT3G44720	-0.134163046	1	0.000804623	0.468407737
AT3G44750	0.010932599	0.185530142	0.000804623	0.468407737
AT3G44860	-0.011297029	1	-0.010093561	0.313268878
AT3G44870	0.010932599	0.185530142	-0.015574866	1
AT3G44880	0.016863312	0.092887852	-0.018991429	0.182138941
AT3G44890	0.002178668	0.327408769	0.00487992	0.279604068
AT3G45030	-0.012525423	0.179161251	-1.76E-06	0.499978245
AT3G45140	0.00406042	0.030676798	-0.006162096	0.277391316
AT3G45180	0.166540532	1	0.000804623	0.468407737
AT3G45190	0.086431763	0.024761016	0.009129696	1
AT3G45300	0.015701066	0.253575721	0.031052023	0.156626726
AT3G45310	0.010932599	0.185530142	0.023360117	1
AT3G45640	0.016279471	1	-0.022035255	0.219513932
AT3G45770	-0.012123944	0.368355244	-0.014699587	0.151953876
AT3G45780	0.006351339	0.394902173	-0.016292356	0.146516502
AT3G45930	0.004741272	0.273658582	0.019297714	0.042948202
AT3G45940	0.028829595	1	-0.025055641	1
AT3G45970	0.116084859	1	-0.001001812	1
AT3G45980	0.001283568	0.466408608	-0.007678787	0.315863711
AT3G46000	0.127514898	0.087340393	0.043311146	0.151787887
AT3G46010	0.011245567	1	-0.084146537	1
AT3G46030	0.003745638	0.390495137	-0.00068022	0.478166619
AT3G46040	-0.02677406	1	-0.150195992	1
AT3G46060	0.010177159	0.233620906	-0.00982482	0.172283726
AT3G46090	0.073000669	1	0.000804623	0.468407737
AT3G46100	0.110173116	0.011673897	0.004192107	0.439740428
AT3G46220	0.010932599	0.185530142	0.02611395	1
AT3G46290	0.161152859	1	0.020855594	1
AT3G46320	0.004741272	0.273658582	0.019297714	0.042948202
AT3G46440	0.001182442	0.476465562	-0.008618022	0.345632463
AT3G46460	0.117669589	1	-0.002758205	1
AT3G46520	-0.006037199	0.175187454	-0.00869914	0.274192749
AT3G46560	0.149704722	1	-0.036787143	1
AT3G46630	0.17553721	0.032228536	0.003217431	1
AT3G46670	0.076610884	1	0.000804623	0.468407737
AT3G46740	0.013441305	0.069617087	-0.019505327	0.101312314
AT3G46780	0.009467616	0.115341751	-0.011200905	0.065484974
AT3G46820	0.010932599	0.185530142	0.134486755	1
AT3G46830	-0.002068933	1	0.035905669	0.17539778
AT3G46940	0.166168204	0.002421944	0.141624349	1
AT3G46970	-0.001197778	0.430554363	-0.015625818	0.154299019
AT3G47000	0.00767147	0.362439504	0.007199219	1
AT3G47010	-0.086583876	1	0.000804623	0.468407737
AT3G47050	-0.161586739	1.12873E-07	-0.011699323	1
AT3G47060	0.010932599	0.185530142	0.000804623	0.468407737
AT3G47070	-0.017271583	0.051946058	-0.007027826	0.211448863
AT3G47110	0.010932599	0.185530142	0.000804623	0.468407737
AT3G47370	0.030098539	0.146820171	0.010746547	0.417790501
AT3G47390	0.068978148	1	-0.017140291	1
AT3G47430	0.063717817	1	-0.094114322	0.012045536
AT3G47450	0.094865011	1	0.000804623	0.468407737
AT3G47470	-0.014851629	0.171423411	0.00287184	0.401130578
AT3G47490	0.086440719	1	0.000804623	0.468407737
AT3G47520	0.001175952	0.422178598	-0.004039568	0.297917635
AT3G47560	0.145745211	1	0.0228598	1
AT3G47590	-0.001959573	1	0.008242108	1
AT3G47610	0.010932599	0.185530142	-0.116746655	1
AT3G47650	-0.005833786	0.205292733	-0.027430028	0.124950792
AT3G47800	0.003124974	0.39378072	-0.002305583	0.421114756
AT3G47860	0.014745934	0.105680541	-0.007803165	0.343765721
AT3G47930	-0.000788388	0.462454809	-0.001015068	0.478413738
AT3G47950	0.00275605	0.405508167	-0.020151992	0.013000819
AT3G47960	0.138702195	1	0.121738677	1
AT3G48000	0.011407242	0.065198479	-0.011602555	0.167426964
AT3G48090	0.150575259	1	0.071908512	1
AT3G48110	0.004106686	0.379776121	0.001264765	0.479088103
AT3G48140	-0.041568354	0.159659398	-0.019378259	1
AT3G48170	0.011601187	0.19414606	-0.00114054	0.476270384
AT3G48310	0.111325326	1	0.000804623	0.468407737
AT3G48320	0.010932599	0.185530142	0.139677198	1
AT3G48420	-0.010115392	0.163216479	0.013206295	0.144645914
AT3G48460	0.150386272	0.005779704	0.000804623	0.468407737
AT3G48500	0.025801115	1	0.129604025	1
AT3G48530	0.160035793	1	0.123066567	1
AT3G48560	-0.011066818	0.130009447	-0.011566829	0.075792996
AT3G48590	0.021372599	0.097583767	0.141014951	0.002464883
AT3G48680	0.025493847	0.273549776	-0.004937192	1
AT3G48690	0.014089251	0.335791153	-0.013852593	0.318369376
AT3G48710	0.108410677	1	0.000804623	0.468407737
AT3G48720	0.097321284	0.012814862	0.004395284	1
AT3G48730	0.000425953	0.465773215	-0.005815856	0.329039965
AT3G48750	0.018090873	0.224164248	0.016371437	0.23477108
AT3G48860	0.101046671	1	-0.096257464	1
AT3G48870	0.006565891	0.144427913	-0.008234156	0.203568047
AT3G48890	0.025999635	1	0.011028455	1
AT3G48930	-0.01963908	0.16285209	-0.021198619	0.254847466
AT3G48960	-0.136905715	1	0.034153818	1
AT3G48990	0.014454416	0.192591437	-0.001358898	0.479723103
AT3G49010	0.018887929	0.043188651	-0.012468782	0.343497975
AT3G49080	0.101956956	1	-0.09356426	1
AT3G49110	0.131655341	1	-0.016599481	0.363659867
AT3G49120	-0.001974574	0.433147639	-0.00774952	0.253865528
AT3G49142	0.010932599	0.185530142	0.000804623	0.468407737
AT3G49190	0.165629275	1	0.000804623	0.468407737
AT3G49210	0.010932599	0.185530142	0.147422288	1
AT3G49240	0.135752778	1	0.000804623	0.468407737
AT3G49430	0.008313061	1	-0.001729186	1
AT3G49470	0.026078796	1	-0.018446186	1
AT3G49560	0.013067548	0.02212674	0.010513516	0.042882493
AT3G49680	0.008185689	0.394105869	0.003828711	0.332333393
AT3G49720	-0.008138078	0.391924284	-0.03837824	0.082947441
AT3G49870	0.019063078	0.084373202	0.006745142	0.385385242
AT3G49910	0.011732568	0.007352003	-0.00855296	0.328657924
AT3G50000	-0.017207329	1	-0.014378974	0.303999624
AT3G50240	-0.109414829	1	0.000804623	0.468407737
AT3G50270	0.033976216	0.319967941	0.008193482	0.41316504
AT3G50370	0.093674325	1	-0.073001134	1
AT3G50440	-0.033642947	1	0.016347652	1
AT3G50500	0.154447575	1	0.000459904	1
AT3G50520	0.148075541	1	0.000804623	0.468407737
AT3G50590	0.034084491	1	-0.046910214	1
AT3G50730	0.010932599	0.185530142	0.132014265	0.006447116
AT3G50790	0.008107195	1	0.122776848	1
AT3G50820	-0.006222053	0.168570168	0.002080165	0.425826553
AT3G50950	0.125939424	0.020091252	0.047432501	1
AT3G51000	-0.006978761	0.381466149	0.018731864	0.146566206
AT3G51010	0.105192554	1	0.000804623	0.468407737
AT3G51120	-0.09558236	1	0.000804623	0.468407737
AT3G51140	0.010932599	0.185530142	0.000874621	0.467348681
AT3G51160	-0.005525528	0.118180853	0.006341043	0.369746498
AT3G51190	0.005467161	0.296029971	-0.009821621	1
AT3G51240	0.033043724	1	-0.112210589	1
AT3G51260	0.010328062	0.145518897	0.012402248	0.252388586
AT3G51310	0.015760865	0.350961958	0.071591127	1
AT3G51420	0.128563685	0.112926229	0.066415553	1
AT3G51430	0.010932599	0.185530142	0.000804623	0.468407737
AT3G51450	0.010932599	0.185530142	-0.13076076	0.010420291
AT3G51460	0.057718473	1	-0.04841935	1
AT3G51510	0.011657108	0.185046627	-0.001703616	1
AT3G51550	0.091501833	0.101908898	-0.018835082	1
AT3G51600	0.010932599	0.185530142	-0.214639497	1
AT3G51780	0.014630108	1	-0.085913174	1
AT3G51800	0.005090019	0.169686132	-0.00858618	0.117151519
AT3G51820	-0.011727098	0.260905081	-0.004372894	0.361577227
AT3G51830	0.010932599	0.185530142	0.000804623	0.468407737
AT3G51840	0.008452387	0.312672378	7.65062E-05	0.498256943
AT3G51890	0.010932599	0.185530142	-0.052068886	1
AT3G52100	0.010932599	0.185530142	0.061274619	1
AT3G52140	0.044033813	0.136494809	-0.037288641	0.070131572
AT3G52150	0.004564866	0.412179294	-0.029321704	0.228074535
AT3G52180	0.016100574	0.154764608	-0.001529658	0.476587244
AT3G52200	0.015371212	0.081950997	-0.012388271	0.365823412
AT3G52230	0.156556958	1	-0.016263076	1
AT3G52300	0.003936183	0.300369911	0.009160226	0.299968186
AT3G52340	0.130974866	1	0.000804623	0.468407737
AT3G52380	0.006009171	0.382232821	-0.036670743	0.05413922
AT3G52500	0.021941576	0.179908444	-0.011897011	0.188429451
AT3G52560	0.009907652	0.115280083	-0.012869445	0.269475109
AT3G52570	-0.002982013	1	0.075223186	1
AT3G52580	0.021183738	0.067725169	-0.009550797	0.353811725
AT3G52590	-0.00606531	0.381040253	-0.018460736	0.12877498
AT3G52720	0.010932599	0.185530142	0.000804623	0.468407737
AT3G52730	0.003647281	0.40056379	0.006470813	1
AT3G52750	-0.006956973	0.293579859	-0.016902272	0.1812748
AT3G52840	0.003341506	1	0.024556575	0.065880003
AT3G52850	-0.002599755	1	-0.090460727	1
AT3G52880	-0.002850265	0.364718501	-0.010659917	0.243398882
AT3G52920	0.133458011	1	0.000804623	0.468407737
AT3G52930	-0.001179899	0.452896023	0.005599852	0.392603628
AT3G52950	0.137375677	1	0.004134885	1
AT3G52960	-0.002695432	0.313096974	-0.013871317	0.223725636
AT3G52990	0.008899259	0.257186264	-0.002840106	0.467488832
AT3G53020	0.009141568	0.172221307	-0.019816824	0.154245867
AT3G53110	0.019471137	0.149151617	-0.037743963	0.066477301
AT3G53130	0.037925845	0.140581182	0.001423459	0.434448946
AT3G53180	-0.008392455	0.205794638	-0.020245347	0.211858017
AT3G53230	0.01512974	0.205755763	-0.015268277	0.180318556
AT3G53260	0.002397171	0.46111842	-0.024239927	1
AT3G53280	0.010932599	0.185530142	0.07117272	1
AT3G53290	0.183330496	1	0.000804623	0.468407737
AT3G53420	-0.00045171	0.488924385	-0.004779616	0.436797096
AT3G53430	-0.010177303	0.208424081	-0.020459614	0.186520531
AT3G53460	0.008070536	0.202252159	-0.011658179	0.20210688
AT3G53470	0.010932599	0.185530142	0.134525103	1
AT3G53510	0.010932599	0.185530142	-0.150912301	1
AT3G53520	-0.018250431	1	-0.129293873	1
AT3G53560	0.003713422	0.39957763	-0.039360735	1
AT3G53580	0.013605133	0.069927471	-0.008466098	0.202281274
AT3G53610	0.005591227	0.210197277	-0.005088445	0.258304488
AT3G53620	0.051989526	1	0.109041929	0.097164294
AT3G53650	-0.008071367	0.251975247	-0.013451291	0.244635058
AT3G53700	0.010932599	0.185530142	0.000804623	0.468407737
AT3G53710	0.010932599	0.185530142	-0.121859768	1
AT3G53730	0.004741272	0.273658582	0.019297714	0.042948202
AT3G53740	0.008132892	0.339552978	-0.038726712	0.136099438
AT3G53750	-0.003836651	0.404322838	0.001097472	0.440924747
AT3G53870	0.015139449	0.117957772	-0.000368645	0.465500619
AT3G53880	0.080670877	1	0.000804623	0.468407737
AT3G53890	0.010932599	0.185530142	-0.118570007	1
AT3G53900	0.017447956	0.107843634	-0.018693574	0.125184975
AT3G53970	0.133627402	1	0.121892735	1
AT3G53990	0.019682602	0.19174063	-0.023505971	0.183861179
AT3G54010	0.010932599	0.185530142	-0.102388021	1
AT3G54050	0.001058786	0.382548741	-0.002196105	0.392554364
AT3G54090	0.127592111	0.02771662	0.107355033	1
AT3G54110	0.009386366	0.070446652	-0.001372213	0.475693905
AT3G54140	-0.083169913	1	0.089612537	1
AT3G54170	0.010932599	0.185530142	0.000804623	0.468407737
AT3G54210	-0.014092722	0.271004239	0.007150181	0.323310518
AT3G54300	0.010932599	0.185530142	0.114359655	1
AT3G54360	0.016206215	0.19930943	-0.024067729	0.177650988
AT3G54390	0.083780697	1	0.000804623	0.468407737
AT3G54400	-0.002125065	0.446816741	-0.025163017	0.10301765
AT3G54440	0.009249656	0.296259971	0.020847552	0.046695955
AT3G54470	-0.011918692	0.306445208	-0.011859445	0.18314073
AT3G54540	0.004624169	1	0.008090282	0.35429066
AT3G54560	0.036312278	0.221163371	0.000206154	0.493581269
AT3G54600	0.021339957	0.04782185	0.010113834	1
AT3G54640	-0.001339607	0.459782061	0.001157582	0.480043809
AT3G54660	0.010586225	0.227552888	0.006904265	0.324896623
AT3G54760	0.095072485	0.023995048	-0.034185661	1
AT3G54840	-0.008710072	1	0.004501437	1
AT3G54860	0.010932599	0.185530142	0.000804623	0.468407737
AT3G54870	0.076610884	1	0.000804623	0.468407737
AT3G54890	-0.012931213	0.19702856	0.014770392	0.06926974
AT3G54900	0.00419442	0.087942817	0.000286503	0.483870371
AT3G54960	0.122513843	1	1.57817E-05	1
AT3G55000	-0.090626843	1	0.000804623	0.468407737
AT3G55005	0.113365204	1	0.000804623	0.468407737
AT3G55010	0.004694056	0.377418542	-0.004044039	0.422124844
AT3G55030	0.125167308	1	0.000804623	0.468407737
AT3G55040	-0.002506622	0.398887141	-0.009552892	0.305158851
AT3G55120	-0.011752139	0.16887569	-0.003903751	0.432132522
AT3G55160	0.010932599	0.185530142	0.151956403	1
AT3G55170	0.018463037	0.124992998	-0.027707729	0.232236883
AT3G55200	0.125659382	0.005110504	0.010863553	0.31412149
AT3G55220	0.125659382	0.005110504	0.010863553	0.31412149
AT3G55250	0.013445698	0.231135312	-0.011738668	0.270183789
AT3G55260	-0.001102694	0.465406384	-0.006146659	0.390019023
AT3G55280	-0.018978369	0.183035651	-0.01271403	0.112551968
AT3G55330	0.021722184	0.035107888	0.017917501	0.041173362
AT3G55360	0.115375808	1	0.000804623	0.468407737
AT3G55400	0.019078897	0.044703679	-0.021111821	0.070158532
AT3G55410	0.01207634	0.071847316	-0.001210065	0.454393054
AT3G55440	0.000498403	0.481216342	-0.001882827	0.400914305
AT3G55450	0.092876643	1	0.000804623	0.468407737
AT3G55590	0.178243106	1	0.151153497	0.000571101
AT3G55610	0.020070128	0.217592611	0.000619943	0.471827144
AT3G55620	0.010932599	0.185530142	-0.01869071	1
AT3G55630	-0.052215604	1	0.097362695	1
AT3G55750	-0.003900221	0.419831709	-0.014553026	0.284788835
AT3G55760	0.098550664	0.039848523	-0.010409903	1
AT3G55800	0.007796306	0.25292745	-0.003109993	0.35792802
AT3G55870	-0.117490536	1	0.000804623	0.468407737
AT3G55940	0.108561305	1	-0.00796966	1
AT3G56010	0.123913641	1	0.073309221	1
AT3G56030	0.010932599	0.185530142	-0.089439406	1
AT3G56060	0.099310227	1	0.088250426	0.071533733
AT3G56070	-0.006053586	1	-0.09716895	0.085664764
AT3G56090	0.00389323	0.392676901	-0.037605099	1
AT3G56110	-0.076486417	1	0.000804623	0.468407737
